yyyy,periodQ,PerNo,加班數,出差數A,出差數B,請假數A,請假數B
2014,2014Q1,5541,0,0,0,1,0
2014,2014Q1,5542,0,1,0,2,0
2014,2014Q1,5545,0,1,0,2,0
2014,2014Q1,5547,0,1,0,1,0
2014,2014Q1,5549,0,1,0,3,0
2014,2014Q1,5551,0,3,0,2,0
2014,2014Q1,5558,0,1,0,2,0
2014,2014Q1,5559,0,2,0,1,0
2014,2014Q1,5561,0,1,0,0,0
2014,2014Q1,5563,2,0,0,1,0
2014,2014Q1,5572,0,1,0,1,0
2014,2014Q1,5573,0,4,0,2,0
2014,2014Q1,5574,0,5,0,4,0
2014,2014Q1,5575,0,1,0,3,0
2014,2014Q1,5577,0,1,0,4,0
2014,2014Q1,5578,1,6,0,4,0
2014,2014Q1,5581,0,1,0,2,0
2014,2014Q1,5582,0,1,0,2,0
2014,2014Q1,5583,0,1,0,0,0
2014,2014Q1,5584,0,0,0,1,0
2014,2014Q1,5589,0,0,0,3,0
2014,2014Q1,5592,0,0,0,3,0
2014,2014Q1,5593,0,1,0,2,0
2014,2014Q1,5594,0,0,0,1,0
2014,2014Q1,5597,1,0,0,2,0
2014,2014Q1,5600,0,0,0,1,0
2014,2014Q1,5604,4,1,0,3,0
2014,2014Q1,5605,0,0,0,2,0
2014,2014Q1,5610,0,4,0,4,0
2014,2014Q1,5614,0,1,0,1,0
2014,2014Q1,5616,0,2,0,2,0
2014,2014Q1,5618,0,1,0,1,0
2014,2014Q1,5620,0,2,0,1,0
2014,2014Q1,5621,0,1,0,2,0
2014,2014Q1,5622,0,2,0,1,0
2014,2014Q1,5623,0,1,0,2,0
2014,2014Q1,5626,4,4,1,1,0
2014,2014Q1,5627,0,1,0,3,0
2014,2014Q1,5628,0,2,0,4,0
2014,2014Q1,5629,0,2,0,2,0
2014,2014Q1,5631,1,1,0,6,0
2014,2014Q1,5632,0,4,0,4,0
2014,2014Q1,5633,0,1,0,1,0
2014,2014Q1,5635,1,1,0,3,0
2014,2014Q1,5636,0,1,0,0,0
2014,2014Q1,5642,3,0,0,0,0
2014,2014Q1,5647,0,2,0,2,0
2014,2014Q1,5651,0,0,0,1,0
2014,2014Q1,5652,0,1,0,2,0
2014,2014Q1,5653,0,5,0,1,0
2014,2014Q1,5659,0,0,0,1,0
2014,2014Q1,5661,0,0,0,3,0
2014,2014Q1,5665,0,2,0,3,0
2014,2014Q1,5670,1,0,0,0,0
2014,2014Q1,5671,0,0,0,1,0
2014,2014Q1,5673,0,1,0,4,0
2014,2014Q1,5674,0,4,0,4,0
2014,2014Q1,5676,1,1,0,1,0
2014,2014Q1,5677,0,1,0,3,0
2014,2014Q1,5678,0,1,0,2,0
2014,2014Q1,5679,0,2,0,3,0
2014,2014Q1,5688,0,6,0,0,0
2014,2014Q1,5690,1,7,0,2,0
2014,2014Q1,5691,0,0,0,1,0
2014,2014Q1,5693,0,1,0,6,0
2014,2014Q1,5695,0,1,6,1,0
2014,2014Q1,5698,0,1,0,1,0
2014,2014Q1,5699,0,1,0,2,0
2014,2014Q1,5700,0,0,0,1,0
2014,2014Q1,5701,0,0,0,1,0
2014,2014Q1,5707,0,0,0,4,0
2014,2014Q1,5709,0,1,0,3,0
2014,2014Q1,5710,0,1,0,3,0
2014,2014Q1,5714,0,0,0,1,0
2014,2014Q1,5721,10,1,0,1,0
2014,2014Q1,5722,0,0,0,4,0
2014,2014Q1,5725,0,1,0,2,0
2014,2014Q1,5727,0,1,0,1,0
2014,2014Q1,5729,0,1,0,4,0
2014,2014Q1,5730,0,0,0,12,0
2014,2014Q1,5732,0,1,0,4,0
2014,2014Q1,5733,0,0,0,2,0
2014,2014Q1,5734,0,0,0,4,0
2014,2014Q1,5736,0,3,0,1,0
2014,2014Q1,5738,0,0,0,1,0
2014,2014Q1,5740,0,1,0,1,0
2014,2014Q1,5741,0,2,0,2,0
2014,2014Q1,5743,0,0,0,2,0
2014,2014Q1,5744,1,0,3,3,0
2014,2014Q1,5746,1,1,0,2,0
2014,2014Q1,5749,0,2,0,1,0
2014,2014Q1,5751,0,1,0,4,0
2014,2014Q1,5756,0,0,0,2,0
2014,2014Q1,5758,0,7,0,2,0
2014,2014Q1,5761,0,1,0,2,0
2014,2014Q1,5762,0,0,0,3,0
2014,2014Q1,5763,0,2,0,3,0
2014,2014Q1,5764,0,1,0,2,0
2014,2014Q1,5766,0,1,0,3,0
2014,2014Q1,5767,0,1,0,1,0
2014,2014Q1,5769,0,1,0,3,0
2014,2014Q1,5770,6,1,0,4,0
2014,2014Q1,5773,2,2,0,2,0
2014,2014Q1,5777,1,1,0,2,0
2014,2014Q1,5779,0,2,0,0,0
2014,2014Q1,5781,0,0,0,2,0
2014,2014Q1,5785,0,1,0,2,0
2014,2014Q1,5793,0,3,0,4,0
2014,2014Q1,5794,3,1,0,2,0
2014,2014Q1,5797,0,0,0,4,0
2014,2014Q1,5798,2,0,0,2,0
2014,2014Q1,5802,0,4,0,3,0
2014,2014Q1,5808,1,1,0,1,0
2014,2014Q1,5809,0,1,0,2,0
2014,2014Q1,5814,1,1,0,1,0
2014,2014Q1,5817,0,2,0,2,0
2014,2014Q1,5818,0,0,0,2,0
2014,2014Q1,5823,0,1,0,4,0
2014,2014Q1,5825,0,0,0,3,0
2014,2014Q1,5828,0,1,2,3,0
2014,2014Q1,5829,0,1,0,2,0
2014,2014Q1,5830,0,4,0,2,0
2014,2014Q1,5836,0,0,0,1,0
2014,2014Q1,5838,0,3,0,1,0
2014,2014Q1,5841,0,1,0,2,0
2014,2014Q1,5845,0,1,0,3,0
2014,2014Q1,5849,0,1,0,3,0
2014,2014Q1,5851,0,0,0,4,0
2014,2014Q1,5852,0,0,0,2,0
2014,2014Q1,5853,0,1,0,2,0
2014,2014Q1,5857,0,4,0,0,0
2014,2014Q1,5858,0,0,0,5,0
2014,2014Q1,5859,0,0,0,4,0
2014,2014Q1,5860,0,1,0,3,0
2014,2014Q1,5862,0,0,0,1,0
2014,2014Q1,5864,0,0,0,2,0
2014,2014Q1,5865,0,1,0,2,0
2014,2014Q1,5868,0,1,0,3,0
2014,2014Q1,5871,0,1,0,11,0
2014,2014Q1,5872,0,3,0,2,0
2014,2014Q1,5874,0,0,0,1,0
2014,2014Q1,5875,0,1,0,3,0
2014,2014Q1,5878,13,1,0,4,0
2014,2014Q1,5881,1,2,0,1,0
2014,2014Q1,5883,0,1,0,1,0
2014,2014Q1,5884,0,1,0,1,0
2014,2014Q1,5886,0,2,0,1,0
2014,2014Q1,5890,0,1,14,8,0
2014,2014Q1,5894,0,0,0,0,0
2014,2014Q1,5897,0,5,0,0,0
2014,2014Q1,5898,0,1,0,1,0
2014,2014Q1,5899,0,1,0,2,0
2014,2014Q1,5904,0,0,0,2,0
2014,2014Q1,5905,0,1,0,3,0
2014,2014Q1,5906,0,0,0,1,0
2014,2014Q1,5908,0,1,0,3,0
2014,2014Q1,5909,0,1,0,4,0
2014,2014Q1,5910,0,3,0,3,0
2014,2014Q1,5913,0,1,1,3,0
2014,2014Q1,5914,0,1,2,5,0
2014,2014Q1,5915,0,2,0,1,0
2014,2014Q1,5916,7,2,0,2,0
2014,2014Q1,5917,0,0,0,2,0
2014,2014Q1,5920,0,0,0,3,0
2014,2014Q1,5924,1,2,1,1,0
2014,2014Q1,5926,3,1,0,2,0
2014,2014Q1,5928,3,1,0,3,0
2014,2014Q1,5931,0,1,0,2,0
2014,2014Q1,5933,0,1,0,3,0
2014,2014Q1,5936,0,2,2,1,0
2014,2014Q1,5937,0,2,2,1,0
2014,2014Q1,5939,0,6,0,3,0
2014,2014Q1,5949,0,1,0,1,0
2014,2014Q1,5950,2,2,0,4,0
2014,2014Q1,5953,1,1,0,2,0
2014,2014Q1,5954,0,3,0,1,0
2014,2014Q1,5955,2,8,0,2,0
2014,2014Q1,5957,4,0,0,3,0
2014,2014Q1,5960,8,2,0,4,0
2014,2014Q1,5968,0,0,0,10,0
2014,2014Q1,5973,0,3,0,2,0
2014,2014Q1,5975,1,0,0,4,0
2014,2014Q1,5978,2,1,0,1,0
2014,2014Q1,5980,0,2,0,2,0
2014,2014Q1,5981,2,1,0,4,0
2014,2014Q1,5983,1,2,0,7,0
2014,2014Q1,5986,0,0,0,3,0
2014,2014Q1,5987,7,5,0,2,0
2014,2014Q1,5988,0,0,0,2,0
2014,2014Q1,5992,2,0,0,2,0
2014,2014Q1,5997,0,1,0,2,0
2014,2014Q1,6000,0,0,0,2,0
2014,2014Q1,6002,2,3,0,3,0
2014,2014Q1,6006,9,0,0,2,0
2014,2014Q1,6007,0,1,0,3,0
2014,2014Q1,6009,0,2,0,2,0
2014,2014Q1,6012,0,5,0,2,0
2014,2014Q1,6015,0,0,0,3,0
2014,2014Q1,6016,0,1,0,4,0
2014,2014Q1,6017,0,0,0,3,0
2014,2014Q1,6020,0,0,0,2,0
2014,2014Q1,6021,1,0,0,0,0
2014,2014Q1,6022,0,0,0,0,0
2014,2014Q1,6024,15,7,0,2,0
2014,2014Q1,6026,0,4,0,2,0
2014,2014Q1,6029,2,0,0,3,0
2014,2014Q1,6032,0,2,0,1,0
2014,2014Q1,6034,3,2,0,2,0
2014,2014Q1,6035,0,0,0,2,0
2014,2014Q1,6036,0,1,0,3,0
2014,2014Q1,6037,0,0,0,2,0
2014,2014Q1,6040,0,0,0,1,0
2014,2014Q1,6046,0,0,0,0,0
2014,2014Q1,6048,0,1,0,2,0
2014,2014Q1,6052,0,0,14,0,0
2014,2014Q1,6054,0,0,0,3,0
2014,2014Q1,6056,0,3,0,2,0
2014,2014Q1,6058,0,1,0,4,0
2014,2014Q1,6061,0,1,0,2,0
2014,2014Q1,6063,4,0,0,1,0
2014,2014Q1,6067,0,1,0,3,0
2014,2014Q1,6068,1,0,0,3,0
2014,2014Q1,6070,0,0,0,3,0
2014,2014Q1,6077,0,2,0,1,0
2014,2014Q1,6078,0,3,0,3,0
2014,2014Q1,6079,0,1,0,2,0
2014,2014Q1,6081,0,2,0,3,0
2014,2014Q1,6082,0,0,0,2,0
2014,2014Q1,6084,0,0,0,5,0
2014,2014Q1,6086,0,4,2,4,0
2014,2014Q1,6088,0,1,0,1,0
2014,2014Q1,6089,0,2,0,2,0
2014,2014Q1,6096,0,1,0,2,0
2014,2014Q1,6097,0,1,0,4,0
2014,2014Q1,6100,0,3,0,2,0
2014,2014Q1,6101,0,2,0,3,0
2014,2014Q1,6106,0,1,0,1,0
2014,2014Q1,6108,0,1,0,2,0
2014,2014Q1,6109,0,1,0,3,0
2014,2014Q1,6110,0,1,0,2,0
2014,2014Q1,6111,1,0,0,1,0
2014,2014Q1,6112,0,1,0,2,0
2014,2014Q1,6114,0,1,0,2,0
2014,2014Q1,6117,0,0,0,2,0
2014,2014Q1,6120,0,0,0,4,0
2014,2014Q1,6125,0,5,0,1,0
2014,2014Q1,6126,1,1,0,2,0
2014,2014Q1,6128,0,1,0,2,0
2014,2014Q1,6130,1,1,0,2,0
2014,2014Q1,6131,0,1,0,0,0
2014,2014Q1,6133,0,0,0,2,0
2014,2014Q1,6135,1,5,0,0,0
2014,2014Q1,6136,4,6,0,1,0
2014,2014Q1,6137,0,2,0,4,0
2014,2014Q1,6140,0,0,0,0,0
2014,2014Q1,6143,0,0,0,2,0
2014,2014Q1,6144,0,1,0,0,0
2014,2014Q1,6145,0,0,0,3,0
2014,2014Q1,6146,0,3,0,2,0
2014,2014Q1,6147,0,2,0,6,0
2014,2014Q1,6151,1,1,0,1,0
2014,2014Q1,6153,0,2,0,3,0
2014,2014Q1,6154,0,0,0,3,0
2014,2014Q1,6156,2,6,0,0,0
2014,2014Q1,6159,1,1,0,1,0
2014,2014Q1,6161,0,1,0,2,0
2014,2014Q1,6163,0,0,1,2,0
2014,2014Q1,6165,0,3,0,3,0
2014,2014Q1,6167,0,0,0,3,0
2014,2014Q1,6168,0,0,0,5,0
2014,2014Q1,6172,0,1,0,3,0
2014,2014Q1,6174,15,10,0,1,0
2014,2014Q1,6175,0,0,0,1,0
2014,2014Q1,6180,0,0,0,5,0
2014,2014Q1,6181,0,2,0,3,0
2014,2014Q1,6193,0,4,3,0,0
2014,2014Q1,6199,0,0,0,3,0
2014,2014Q1,6204,2,0,0,1,0
2014,2014Q1,6207,0,1,0,2,0
2014,2014Q1,6214,0,0,0,1,0
2014,2014Q1,6220,2,2,0,4,0
2014,2014Q1,6224,0,5,0,6,0
2014,2014Q1,6226,0,0,0,1,0
2014,2014Q1,6228,11,8,0,2,0
2014,2014Q1,6239,0,5,0,2,0
2014,2014Q1,6241,0,1,0,3,0
2014,2014Q1,6243,0,1,0,7,0
2014,2014Q1,6245,0,0,0,1,0
2014,2014Q1,6246,0,4,2,4,0
2014,2014Q1,6247,1,2,0,4,0
2014,2014Q1,6249,5,0,0,0,0
2014,2014Q1,6250,0,1,0,2,0
2014,2014Q1,6253,0,2,0,2,0
2014,2014Q1,6257,0,0,0,4,0
2014,2014Q1,6259,0,2,0,5,0
2014,2014Q1,6261,0,3,0,5,0
2014,2014Q1,6262,0,1,0,2,0
2014,2014Q1,6263,0,1,0,2,0
2014,2014Q1,6264,0,1,0,4,0
2014,2014Q1,6265,0,3,0,2,0
2014,2014Q1,6266,1,5,0,2,0
2014,2014Q1,6268,0,1,0,1,0
2014,2014Q1,6270,0,0,0,3,0
2014,2014Q1,6273,0,2,0,0,0
2014,2014Q1,6274,0,1,0,4,0
2014,2014Q1,6276,0,3,0,1,0
2014,2014Q1,6277,0,2,0,1,0
2014,2014Q1,6280,15,1,0,1,0
2014,2014Q1,6281,0,1,0,1,0
2014,2014Q1,6285,3,2,0,1,0
2014,2014Q1,6289,0,0,0,3,0
2014,2014Q1,6290,0,0,0,2,0
2014,2014Q1,6292,1,2,0,1,0
2014,2014Q1,6295,0,1,1,2,0
2014,2014Q1,6298,3,3,0,3,0
2014,2014Q1,6305,4,1,0,0,0
2014,2014Q1,6307,0,0,0,5,0
2014,2014Q1,6317,0,0,0,2,0
2014,2014Q1,6318,1,1,3,2,0
2014,2014Q1,6319,0,3,0,0,0
2014,2014Q1,6320,0,1,0,3,0
2014,2014Q1,6321,1,1,0,4,0
2014,2014Q1,6323,3,0,0,1,0
2014,2014Q1,6324,1,1,0,2,0
2014,2014Q1,6330,0,0,0,2,0
2014,2014Q1,6332,1,2,0,1,0
2014,2014Q1,6334,2,0,0,1,0
2014,2014Q1,6339,1,0,0,2,0
2014,2014Q1,6340,0,0,0,5,0
2014,2014Q1,6343,0,0,0,5,0
2014,2014Q1,6345,2,1,0,1,0
2014,2014Q1,6346,1,1,1,2,0
2014,2014Q1,6349,0,1,0,3,0
2014,2014Q1,6351,0,1,0,4,0
2014,2014Q1,6352,0,1,0,1,0
2014,2014Q1,6353,0,0,0,0,0
2014,2014Q1,6354,0,0,0,5,0
2014,2014Q1,6357,1,4,0,3,0
2014,2014Q1,6358,6,1,0,3,0
2014,2014Q1,6359,0,1,0,1,0
2014,2014Q1,6360,0,1,0,2,0
2014,2014Q1,6361,0,1,0,4,0
2014,2014Q1,6364,0,1,0,0,0
2014,2014Q1,6365,5,1,0,2,0
2014,2014Q1,6366,0,1,0,3,0
2014,2014Q1,6367,7,1,0,1,0
2014,2014Q1,6369,0,0,0,1,0
2014,2014Q1,6380,0,2,0,4,0
2014,2014Q1,6384,0,1,0,2,0
2014,2014Q1,6385,0,0,0,3,0
2014,2014Q1,6391,0,4,0,4,0
2014,2014Q1,6393,0,2,0,2,0
2014,2014Q1,6399,0,1,0,1,0
2014,2014Q1,6404,0,2,0,4,0
2014,2014Q1,6406,0,3,0,1,0
2014,2014Q1,6407,3,1,0,0,0
2014,2014Q1,6408,0,1,0,3,0
2014,2014Q1,6415,0,1,0,3,0
2014,2014Q1,6417,0,1,0,1,0
2014,2014Q1,6418,0,1,0,4,0
2014,2014Q1,6419,1,2,0,3,0
2014,2014Q1,6420,1,0,0,1,0
2014,2014Q1,6423,0,1,0,2,0
2014,2014Q1,6424,2,1,0,0,0
2014,2014Q1,6426,0,0,0,3,0
2014,2014Q1,6427,0,1,0,3,0
2014,2014Q1,6428,0,0,0,2,0
2014,2014Q1,6430,1,1,0,2,0
2014,2014Q1,6432,3,1,0,3,0
2014,2014Q1,6434,0,0,0,0,0
2014,2014Q1,6435,0,0,0,4,0
2014,2014Q1,6436,1,1,0,2,0
2014,2014Q1,6437,0,2,0,1,0
2014,2014Q1,6438,0,2,0,4,0
2014,2014Q1,6439,2,0,0,4,0
2014,2014Q1,6441,0,0,0,3,0
2014,2014Q1,6442,8,8,0,2,0
2014,2014Q1,6445,0,5,1,2,0
2014,2014Q1,6448,0,3,0,0,0
2014,2014Q1,6449,0,1,0,2,0
2014,2014Q1,6455,0,1,0,2,0
2014,2014Q1,6459,15,10,0,3,0
2014,2014Q1,6460,14,1,0,2,0
2014,2014Q1,6463,3,4,0,1,0
2014,2014Q1,6464,0,1,0,2,0
2014,2014Q1,6465,0,1,0,2,0
2014,2014Q1,6467,0,2,0,2,0
2014,2014Q1,6468,4,4,0,1,0
2014,2014Q1,6473,0,1,0,4,0
2014,2014Q1,6478,0,0,0,3,0
2014,2014Q1,6479,0,0,0,4,0
2014,2014Q1,6480,0,1,0,2,0
2014,2014Q1,6481,0,1,0,2,0
2014,2014Q1,6482,0,2,0,6,0
2014,2014Q1,6486,0,0,0,1,0
2014,2014Q1,6487,0,1,0,2,0
2014,2014Q1,6493,0,1,0,1,0
2014,2014Q1,6495,0,1,0,2,0
2014,2014Q1,6496,0,1,0,2,0
2014,2014Q1,6497,0,1,0,3,0
2014,2014Q1,6505,0,0,0,1,0
2014,2014Q1,6509,0,2,1,0,0
2014,2014Q1,6511,0,0,0,2,0
2014,2014Q1,6513,0,2,0,2,0
2014,2014Q1,6514,15,1,0,1,0
2014,2014Q1,6515,0,1,0,3,0
2014,2014Q1,6521,0,1,1,2,0
2014,2014Q1,6522,0,2,0,1,0
2014,2014Q1,6526,0,0,0,3,0
2014,2014Q1,6527,0,0,0,2,0
2014,2014Q1,6531,0,0,0,3,0
2014,2014Q1,6532,0,0,0,2,0
2014,2014Q1,6533,0,2,0,1,0
2014,2014Q1,6535,0,1,1,3,0
2014,2014Q1,6536,4,3,0,2,0
2014,2014Q1,6538,0,1,0,3,0
2014,2014Q1,6540,0,1,0,2,0
2014,2014Q1,6550,0,3,0,0,0
2014,2014Q1,6551,0,2,0,1,0
2014,2014Q1,6562,0,2,0,7,0
2014,2014Q1,6563,1,4,0,1,0
2014,2014Q1,6566,0,1,1,1,0
2014,2014Q1,6568,0,0,0,2,0
2014,2014Q1,6570,0,1,0,2,0
2014,2014Q1,6572,0,1,1,3,0
2014,2014Q1,6574,0,1,0,2,0
2014,2014Q1,6576,9,0,0,3,0
2014,2014Q1,6580,2,0,0,1,0
2014,2014Q1,6583,0,1,0,3,0
2014,2014Q1,6587,2,2,0,1,0
2014,2014Q1,6589,0,3,0,3,0
2014,2014Q1,6591,0,1,0,2,0
2014,2014Q1,6595,1,0,0,2,0
2014,2014Q1,6599,4,1,0,1,0
2014,2014Q1,6600,0,2,0,2,0
2014,2014Q1,6603,0,4,0,1,0
2014,2014Q1,6611,0,0,0,4,0
2014,2014Q1,6612,0,1,0,4,0
2014,2014Q1,6613,0,1,0,3,0
2014,2014Q1,6614,0,1,0,1,0
2014,2014Q1,6616,0,2,0,3,0
2014,2014Q1,6617,0,2,0,2,0
2014,2014Q1,6618,0,1,0,2,0
2014,2014Q1,6620,0,2,0,3,0
2014,2014Q1,6622,0,1,0,5,0
2014,2014Q1,6623,0,1,0,2,0
2014,2014Q1,6628,0,1,1,0,0
2014,2014Q1,6631,0,1,0,2,0
2014,2014Q1,6634,0,0,0,1,0
2014,2014Q1,6636,0,1,0,1,0
2014,2014Q1,6637,0,1,2,1,0
2014,2014Q1,6640,6,1,0,1,0
2014,2014Q1,6643,0,1,0,3,0
2014,2014Q1,6645,0,2,0,2,0
2014,2014Q1,6648,0,0,0,2,0
2014,2014Q1,6650,0,0,0,3,0
2014,2014Q1,6652,0,6,0,3,0
2014,2014Q1,6659,0,1,0,1,0
2014,2014Q1,6662,1,2,0,1,0
2014,2014Q1,6663,0,1,0,3,0
2014,2014Q1,6664,0,1,1,1,0
2014,2014Q1,6668,0,2,0,1,0
2014,2014Q1,6675,0,1,0,2,0
2014,2014Q1,6676,0,0,0,2,0
2014,2014Q1,6679,6,3,0,2,0
2014,2014Q1,6681,0,1,0,6,0
2014,2014Q1,6686,0,1,0,3,0
2014,2014Q1,6688,0,3,0,3,0
2014,2014Q1,6689,2,1,0,2,0
2014,2014Q1,6693,0,1,0,4,0
2014,2014Q1,6694,0,1,0,1,0
2014,2014Q1,6697,0,1,0,4,0
2014,2014Q1,6700,0,1,0,2,0
2014,2014Q1,6706,2,2,0,3,0
2014,2014Q1,6707,1,4,0,1,0
2014,2014Q1,6713,0,0,0,3,0
2014,2014Q1,6716,0,0,0,2,0
2014,2014Q1,6718,2,0,0,3,0
2014,2014Q1,6719,0,0,0,3,0
2014,2014Q1,6731,0,0,0,0,0
2014,2014Q1,6734,0,1,0,1,0
2014,2014Q1,6739,0,1,0,1,0
2014,2014Q1,6744,1,2,0,1,0
2014,2014Q1,6747,0,0,0,1,0
2014,2014Q1,6750,0,1,0,3,0
2014,2014Q1,6752,0,0,0,3,0
2014,2014Q1,6753,5,2,0,1,0
2014,2014Q1,6757,0,0,0,1,0
2014,2014Q1,6758,0,0,0,1,0
2014,2014Q1,6762,0,1,0,1,0
2014,2014Q1,6765,2,1,0,2,0
2014,2014Q1,6766,0,4,0,1,0
2014,2014Q1,6767,0,0,0,5,0
2014,2014Q1,6768,0,0,0,3,0
2014,2014Q1,6770,0,1,0,2,0
2014,2014Q1,6772,1,3,0,1,0
2014,2014Q1,6776,0,2,0,5,0
2014,2014Q1,6778,0,2,0,1,0
2014,2014Q1,6779,0,0,0,2,0
2014,2014Q1,6780,0,1,0,3,0
2014,2014Q1,6781,3,6,0,5,0
2014,2014Q1,6782,0,1,1,2,0
2014,2014Q1,6784,0,1,0,2,0
2014,2014Q1,6785,0,0,0,2,0
2014,2014Q1,6786,0,2,0,2,0
2014,2014Q1,6788,0,1,0,2,0
2014,2014Q1,6789,9,3,0,0,0
2014,2014Q1,6790,1,2,0,2,0
2014,2014Q1,6791,0,1,0,4,0
2014,2014Q1,6792,0,3,0,1,0
2014,2014Q1,6793,0,2,0,2,0
2014,2014Q1,6795,0,0,0,1,0
2014,2014Q1,6798,0,0,0,2,0
2014,2014Q1,6799,0,0,0,2,0
2014,2014Q1,6800,0,0,0,2,0
2014,2014Q1,6802,0,1,0,3,0
2014,2014Q1,6809,0,5,0,1,0
2014,2014Q1,6810,0,1,0,0,0
2014,2014Q1,6812,0,2,0,4,0
2014,2014Q1,6815,0,0,0,6,0
2014,2014Q1,6816,0,1,0,1,0
2014,2014Q1,6817,0,1,0,1,0
2014,2014Q1,6818,0,0,0,2,0
2014,2014Q1,6821,0,3,0,2,0
2014,2014Q1,6824,1,1,0,3,0
2014,2014Q1,6825,0,1,0,2,0
2014,2014Q1,6826,0,2,0,2,0
2014,2014Q1,6828,0,2,1,7,0
2014,2014Q1,6832,4,3,0,3,0
2014,2014Q1,6834,0,1,1,2,0
2014,2014Q1,6838,0,2,0,2,0
2014,2014Q1,6839,0,6,0,1,0
2014,2014Q1,6840,0,1,0,1,0
2014,2014Q1,6841,0,1,0,3,0
2014,2014Q1,6843,0,2,0,2,0
2014,2014Q1,6844,0,0,0,5,0
2014,2014Q1,6845,3,2,0,2,0
2014,2014Q1,6850,0,3,0,1,0
2014,2014Q1,6851,0,1,0,2,0
2014,2014Q1,6854,0,0,0,3,0
2014,2014Q1,6855,3,1,0,1,0
2014,2014Q1,6856,0,1,0,1,0
2014,2014Q1,6857,0,2,0,1,0
2014,2014Q1,6860,0,2,2,3,0
2014,2014Q1,6863,2,1,2,1,0
2014,2014Q1,6865,0,2,0,1,0
2014,2014Q1,6868,0,1,1,2,0
2014,2014Q1,6869,0,4,0,1,0
2014,2014Q1,6872,0,0,0,6,0
2014,2014Q1,6878,0,4,0,1,0
2014,2014Q1,6882,0,3,0,1,0
2014,2014Q1,6883,0,0,0,1,0
2014,2014Q1,6884,0,2,0,2,0
2014,2014Q1,6885,0,0,0,2,0
2014,2014Q1,6889,0,0,0,4,0
2014,2014Q1,6890,0,0,0,2,0
2014,2014Q1,6897,0,5,0,1,0
2014,2014Q1,6899,0,1,0,1,0
2014,2014Q1,6905,0,1,0,1,0
2014,2014Q1,6912,0,1,0,1,0
2014,2014Q1,6915,1,0,0,3,0
2014,2014Q1,6919,0,2,0,4,0
2014,2014Q1,6920,0,1,0,2,0
2014,2014Q1,6923,0,3,0,4,0
2014,2014Q1,6924,1,2,0,2,0
2014,2014Q1,6929,0,2,3,5,0
2014,2014Q1,6930,3,3,0,2,0
2014,2014Q1,6932,0,1,0,2,0
2014,2014Q1,6934,0,0,1,0,0
2014,2014Q1,6936,1,1,0,1,0
2014,2014Q1,6938,0,1,0,4,0
2014,2014Q1,6941,0,0,0,3,0
2014,2014Q1,6942,7,6,0,3,0
2014,2014Q1,6943,0,3,0,0,0
2014,2014Q1,6946,3,1,0,1,0
2014,2014Q1,6947,0,1,0,4,0
2014,2014Q1,6948,0,0,0,1,0
2014,2014Q1,6949,4,0,0,0,0
2014,2014Q1,6950,0,0,0,2,0
2014,2014Q1,6951,0,0,0,2,0
2014,2014Q1,6952,1,1,0,1,0
2014,2014Q1,6963,0,1,0,2,0
2014,2014Q1,6964,3,1,0,0,0
2014,2014Q1,6965,0,1,0,2,0
2014,2014Q1,6966,0,1,0,1,0
2014,2014Q1,6967,1,0,0,2,0
2014,2014Q1,6968,0,0,0,2,0
2014,2014Q1,6971,0,1,0,1,0
2014,2014Q1,6975,1,1,0,1,0
2014,2014Q1,6978,0,0,0,3,0
2014,2014Q1,6982,2,0,0,3,0
2014,2014Q1,6983,0,1,0,2,0
2014,2014Q1,6984,0,1,0,1,0
2014,2014Q1,6987,0,0,0,2,0
2014,2014Q1,6988,2,0,0,2,0
2014,2014Q1,6991,0,2,3,0,0
2014,2014Q1,6995,0,3,0,2,0
2014,2014Q1,6996,0,1,0,3,0
2014,2014Q1,7001,0,2,0,0,0
2014,2014Q1,7002,2,0,0,1,0
2014,2014Q1,7004,0,0,0,3,0
2014,2014Q1,7005,0,1,0,2,0
2014,2014Q1,7007,0,1,0,1,0
2014,2014Q1,7009,0,0,0,2,0
2014,2014Q1,7011,0,0,0,3,0
2014,2014Q1,7012,0,0,0,5,0
2014,2014Q1,7016,0,0,0,3,0
2014,2014Q1,7017,0,0,0,3,0
2014,2014Q1,7018,0,1,0,4,0
2014,2014Q1,7020,0,1,0,2,0
2014,2014Q1,7026,0,1,0,2,0
2014,2014Q1,7027,0,2,0,0,0
2014,2014Q1,7029,0,0,0,4,0
2014,2014Q1,7031,0,0,0,2,0
2014,2014Q1,7032,0,1,0,0,0
2014,2014Q1,7036,0,1,0,1,0
2014,2014Q1,7040,0,0,0,4,0
2014,2014Q1,7045,5,6,0,2,0
2014,2014Q1,7048,0,0,0,2,0
2014,2014Q1,7050,0,6,0,1,0
2014,2014Q1,7052,2,0,0,2,0
2014,2014Q1,7053,0,1,1,2,0
2014,2014Q1,7054,0,1,0,1,0
2014,2014Q1,7056,0,1,0,5,0
2014,2014Q1,7059,0,2,0,1,0
2014,2014Q1,7062,0,0,0,1,0
2014,2014Q1,7063,0,0,0,2,0
2014,2014Q1,7065,0,0,0,2,0
2014,2014Q1,7066,0,0,0,1,0
2014,2014Q1,7067,0,1,0,2,0
2014,2014Q1,7070,0,3,0,2,0
2014,2014Q1,7076,0,1,0,2,0
2014,2014Q1,7077,0,1,0,3,0
2014,2014Q1,7079,0,0,0,2,0
